# exploratory, not prespecified; post hoc, outside the frozen analysis plan at commit 98b5e09199a5eef0c46be452793e953f5a2af31e
level,structure_id,inchikey,inchikey_first_block,members,labels,tested,distinct_organisms,distinct_genera,distinct_families,distinct_references,lotus_rows
connectivity,DJJCXFVJDGTHFX,,DJJCXFVJDGTHFX,DJJCXFVJDGTHFX-XVFCMESISA-N;DJJCXFVJDGTHFX-VXUIKNBNSA-N,unknown,false,18,16,18,21,217
connectivity,FYSSBMZUBSBFJL,FYSSBMZUBSBFJL-UHFFFAOYSA-N,FYSSBMZUBSBFJL,FYSSBMZUBSBFJL-UHFFFAOYSA-N,unknown,false,4,4,4,4,40
connectivity,XAEWTDMGFGHWFK,XAEWTDMGFGHWFK-IMJSIDKUSA-N,XAEWTDMGFGHWFK,XAEWTDMGFGHWFK-IMJSIDKUSA-N,unknown,false,2,2,2,2,22
connectivity,IRLPACMLTUPBCL,,IRLPACMLTUPBCL,IRLPACMLTUPBCL-KQYNXXCUSA-N;IRLPACMLTUPBCL-WDHZHIADSA-N,unknown,false,6,6,6,8,79
connectivity,XTWYTFMLZFPYCI,XTWYTFMLZFPYCI-KQYNXXCUSA-N,XTWYTFMLZFPYCI,XTWYTFMLZFPYCI-KQYNXXCUSA-N,unknown,false,7,7,8,10,85
connectivity,DRTQHJPVMGBUCF,DRTQHJPVMGBUCF-XVFCMESISA-N,DRTQHJPVMGBUCF,DRTQHJPVMGBUCF-XVFCMESISA-N,unknown,false,94,79,69,82,1147
connectivity,DZTHIGRZJZPRDV,DZTHIGRZJZPRDV-UHFFFAOYSA-N,DZTHIGRZJZPRDV,DZTHIGRZJZPRDV-UHFFFAOYSA-N,unknown,false,6,5,5,4,46
connectivity,IERHLVCPSMICTF,IERHLVCPSMICTF-XVFCMESISA-N,IERHLVCPSMICTF,IERHLVCPSMICTF-XVFCMESISA-N,unknown,false,10,9,9,9,85
connectivity,WVIMUEUQJFPNDK,WVIMUEUQJFPNDK-PEBGCTIMSA-N,WVIMUEUQJFPNDK,WVIMUEUQJFPNDK-PEBGCTIMSA-N,unknown,false,5,5,5,6,58
connectivity,OWBTYPJTUOEWEK,OWBTYPJTUOEWEK-UHFFFAOYSA-N,OWBTYPJTUOEWEK,OWBTYPJTUOEWEK-UHFFFAOYSA-N,unknown,false,6,6,6,6,61
connectivity,HHLFWLYXYJOTON,HHLFWLYXYJOTON-UHFFFAOYSA-N,HHLFWLYXYJOTON,HHLFWLYXYJOTON-UHFFFAOYSA-N,unknown,false,6,6,5,7,56
connectivity,GHVNFZFCNZKVNT,GHVNFZFCNZKVNT-UHFFFAOYSA-N,GHVNFZFCNZKVNT,GHVNFZFCNZKVNT-UHFFFAOYSA-N,unknown,false,137,102,56,99,1532
connectivity,MPCAJMNYNOGXPB,MPCAJMNYNOGXPB-SLPGGIOYSA-N,MPCAJMNYNOGXPB,MPCAJMNYNOGXPB-SLPGGIOYSA-N,unknown,false,6,4,4,5,57
connectivity,XSXIVVZCUAHUJO,XSXIVVZCUAHUJO-UHFFFAOYSA-N,XSXIVVZCUAHUJO,XSXIVVZCUAHUJO-UHFFFAOYSA-N,unknown,false,3,3,3,3,44
connectivity,BDLLSHRIFPDGQB,BDLLSHRIFPDGQB-AATRIKPKSA-N,BDLLSHRIFPDGQB,BDLLSHRIFPDGQB-AATRIKPKSA-N,unknown,false,4,4,4,4,48
connectivity,QXKHYNVANLEOEG,QXKHYNVANLEOEG-UHFFFAOYSA-N,QXKHYNVANLEOEG,QXKHYNVANLEOEG-UHFFFAOYSA-N,unknown,false,150,82,7,201,3759
connectivity,FUZZWVXGSFPDMH,FUZZWVXGSFPDMH-UHFFFAOYSA-N,FUZZWVXGSFPDMH,FUZZWVXGSFPDMH-UHFFFAOYSA-N,unknown,false,71,58,42,56,842
connectivity,XNGIFLGASWRNHJ,XNGIFLGASWRNHJ-UHFFFAOYSA-N,XNGIFLGASWRNHJ,XNGIFLGASWRNHJ-UHFFFAOYSA-N,unknown,false,16,13,13,15,201
connectivity,RRUDCFGSUDOHDG,RRUDCFGSUDOHDG-UHFFFAOYSA-N,RRUDCFGSUDOHDG,RRUDCFGSUDOHDG-UHFFFAOYSA-N,unknown,false,2,2,2,2,31
connectivity,LRQKBLKVPFOOQJ,LRQKBLKVPFOOQJ-YFKPBYRVSA-N,LRQKBLKVPFOOQJ,LRQKBLKVPFOOQJ-YFKPBYRVSA-N,unknown,false,6,6,6,6,70
connectivity,AXFYFNCPONWUHW,AXFYFNCPONWUHW-UHFFFAOYSA-N,AXFYFNCPONWUHW,AXFYFNCPONWUHW-UHFFFAOYSA-N,unknown,false,5,5,6,6,82
connectivity,ZIYVHBGGAOATLY,ZIYVHBGGAOATLY-UHFFFAOYSA-N,ZIYVHBGGAOATLY,ZIYVHBGGAOATLY-UHFFFAOYSA-N,unknown,false,4,4,4,6,78
connectivity,VKOBVWXKNCXXDE,VKOBVWXKNCXXDE-UHFFFAOYSA-N,VKOBVWXKNCXXDE,VKOBVWXKNCXXDE-UHFFFAOYSA-N,unknown,false,266,155,88,140,2906
connectivity,HIWPGCMGAMJNRG,HIWPGCMGAMJNRG-RTPHMHGBSA-N,HIWPGCMGAMJNRG,HIWPGCMGAMJNRG-RTPHMHGBSA-N,unknown,false,12,11,10,9,88
connectivity,YPFDHNVEDLHUCE,YPFDHNVEDLHUCE-UHFFFAOYSA-N,YPFDHNVEDLHUCE,YPFDHNVEDLHUCE-UHFFFAOYSA-N,unknown,false,2,2,2,2,32
connectivity,BXWNKGSJHAJOGX,BXWNKGSJHAJOGX-UHFFFAOYSA-N,BXWNKGSJHAJOGX,BXWNKGSJHAJOGX-UHFFFAOYSA-N,unknown,false,44,35,22,31,504
connectivity,MWKFXSUHUHTGQN,MWKFXSUHUHTGQN-UHFFFAOYSA-N,MWKFXSUHUHTGQN,MWKFXSUHUHTGQN-UHFFFAOYSA-N,unknown,false,52,35,18,37,576
connectivity,YIWUKEYIRIRTPP,YIWUKEYIRIRTPP-UHFFFAOYSA-N,YIWUKEYIRIRTPP,YIWUKEYIRIRTPP-UHFFFAOYSA-N,unknown,false,23,18,15,21,284
connectivity,WVDDGKGOMKODPV,WVDDGKGOMKODPV-UHFFFAOYSA-N,WVDDGKGOMKODPV,WVDDGKGOMKODPV-UHFFFAOYSA-N,unknown,false,149,109,64,110,1914
connectivity,FBPFZTCFMRRESA,,FBPFZTCFMRRESA,FBPFZTCFMRRESA-JGWLITMVSA-N;FBPFZTCFMRRESA-KVTDHHQDSA-N,unknown,false,286,186,101,195,3675
connectivity,WZNJWVWKTVETCG,WZNJWVWKTVETCG-YFKPBYRVSA-N,WZNJWVWKTVETCG,WZNJWVWKTVETCG-YFKPBYRVSA-N,unknown,false,5,4,2,7,123
connectivity,NPOAOTPXWNWTSH,NPOAOTPXWNWTSH-UHFFFAOYSA-N,NPOAOTPXWNWTSH,NPOAOTPXWNWTSH-UHFFFAOYSA-N,unknown,false,17,9,8,12,218
connectivity,SNDPXSYFESPGGJ,SNDPXSYFESPGGJ-UHFFFAOYSA-N,SNDPXSYFESPGGJ,SNDPXSYFESPGGJ-UHFFFAOYSA-N,unknown,false,6,7,7,6,59
connectivity,POULHZVOKOAJMA,POULHZVOKOAJMA-UHFFFAOYSA-N,POULHZVOKOAJMA,POULHZVOKOAJMA-UHFFFAOYSA-N,unknown,false,209,152,91,158,2561
connectivity,IZQSVPBOUDKVDZ,IZQSVPBOUDKVDZ-UHFFFAOYSA-N,IZQSVPBOUDKVDZ,IZQSVPBOUDKVDZ-UHFFFAOYSA-N,unknown,false,436,233,69,282,6037
connectivity,CWVRJTMFETXNAD,,CWVRJTMFETXNAD,CWVRJTMFETXNAD-JUHZACGLSA-N;CWVRJTMFETXNAD-NXLLHMKUSA-N,inactive;unknown,true,856,354,101,652,15963
connectivity,PLAPMLGJVGLZOV,PLAPMLGJVGLZOV-VPRICQMDSA-N,PLAPMLGJVGLZOV,PLAPMLGJVGLZOV-VPRICQMDSA-N,unknown,false,239,120,54,172,2704
connectivity,XHCADAYNFIFUHF,XHCADAYNFIFUHF-TVKJYDDYSA-N,XHCADAYNFIFUHF,XHCADAYNFIFUHF-TVKJYDDYSA-N,unknown,false,64,36,24,57,944
connectivity,MYXNWGACZJSMBT,MYXNWGACZJSMBT-VJXVFPJBSA-N,MYXNWGACZJSMBT,MYXNWGACZJSMBT-VJXVFPJBSA-N,unknown,false,364,163,66,225,4516
connectivity,ODBRNZZJSYPIDI,ODBRNZZJSYPIDI-VJXVFPJBSA-N,ODBRNZZJSYPIDI,ODBRNZZJSYPIDI-VJXVFPJBSA-N,unknown,false,314,127,53,195,3979
connectivity,FKIYLTVJPDLUDL,FKIYLTVJPDLUDL-ANCDJDCVSA-N,FKIYLTVJPDLUDL,FKIYLTVJPDLUDL-ANCDJDCVSA-N,unknown,false,90,50,19,56,773
connectivity,PEFNSGRTCBGNAN,,PEFNSGRTCBGNAN,PEFNSGRTCBGNAN-QNDFHXLGSA-N;PEFNSGRTCBGNAN-UHFFFAOYSA-N,unknown,false,749,316,88,540,8753
connectivity,ILEDWLMCKZNDJK,ILEDWLMCKZNDJK-UHFFFAOYSA-N,ILEDWLMCKZNDJK,ILEDWLMCKZNDJK-UHFFFAOYSA-N,unknown,false,223,94,33,153,3105
connectivity,FIAAVMJLAGNUKW,FIAAVMJLAGNUKW-VQVVXJKKSA-N,FIAAVMJLAGNUKW,FIAAVMJLAGNUKW-VQVVXJKKSA-N,unknown,false,184,98,43,129,2087
connectivity,AUKMHZZVLPQAOX,,AUKMHZZVLPQAOX,AUKMHZZVLPQAOX-UHFFFAOYSA-N;AUKMHZZVLPQAOX-CDNFTCFOSA-N,unknown,false,24,16,9,23,434
connectivity,QPUYECUOLPXSFR,QPUYECUOLPXSFR-UHFFFAOYSA-N,QPUYECUOLPXSFR,QPUYECUOLPXSFR-UHFFFAOYSA-N,unknown,false,7,7,6,7,102
connectivity,AJKVQEKCUACUMD,AJKVQEKCUACUMD-UHFFFAOYSA-N,AJKVQEKCUACUMD,AJKVQEKCUACUMD-UHFFFAOYSA-N,unknown,false,5,3,3,3,54
connectivity,YOMSJEATGXXYPX,YOMSJEATGXXYPX-UHFFFAOYSA-N,YOMSJEATGXXYPX,YOMSJEATGXXYPX-UHFFFAOYSA-N,unknown,false,38,29,18,30,463
connectivity,UHOVQNZJYSORNB,UHOVQNZJYSORNB-UHFFFAOYSA-N,UHOVQNZJYSORNB,UHOVQNZJYSORNB-UHFFFAOYSA-N,unknown,false,17,10,9,9,162
connectivity,VSMOENVRRABVKN,VSMOENVRRABVKN-UHFFFAOYSA-N,VSMOENVRRABVKN,VSMOENVRRABVKN-UHFFFAOYSA-N,unknown,false,223,102,37,170,2501
connectivity,ZWRUINPWMLAQRD,ZWRUINPWMLAQRD-UHFFFAOYSA-N,ZWRUINPWMLAQRD,ZWRUINPWMLAQRD-UHFFFAOYSA-N,unknown,false,53,37,28,42,659
connectivity,QPRQEDXDYOZYLA,QPRQEDXDYOZYLA-UHFFFAOYSA-N,QPRQEDXDYOZYLA,QPRQEDXDYOZYLA-UHFFFAOYSA-N,unknown,false,22,21,19,22,301
connectivity,PHTQWCKDNZKARW,PHTQWCKDNZKARW-UHFFFAOYSA-N,PHTQWCKDNZKARW,PHTQWCKDNZKARW-UHFFFAOYSA-N,unknown,false,58,47,40,48,667
connectivity,QIMMUPPBPVKWKM,QIMMUPPBPVKWKM-UHFFFAOYSA-N,QIMMUPPBPVKWKM,QIMMUPPBPVKWKM-UHFFFAOYSA-N,unknown,false,8,7,6,8,122
connectivity,CTQNGGLPUBDAKN,CTQNGGLPUBDAKN-UHFFFAOYSA-N,CTQNGGLPUBDAKN,CTQNGGLPUBDAKN-UHFFFAOYSA-N,unknown,false,18,16,12,14,230
connectivity,HYBBIBNJHNGZAN,HYBBIBNJHNGZAN-UHFFFAOYSA-N,HYBBIBNJHNGZAN,HYBBIBNJHNGZAN-UHFFFAOYSA-N,unknown,false,53,43,35,48,656
connectivity,DTUQWGWMVIHBKE,DTUQWGWMVIHBKE-UHFFFAOYSA-N,DTUQWGWMVIHBKE,DTUQWGWMVIHBKE-UHFFFAOYSA-N,unknown,false,107,78,50,77,1250
connectivity,HUMNYLRZRPPJDN,HUMNYLRZRPPJDN-UHFFFAOYSA-N,HUMNYLRZRPPJDN,HUMNYLRZRPPJDN-UHFFFAOYSA-N,unknown,false,221,130,65,165,2860
connectivity,WUOACPNHFRMFPN,WUOACPNHFRMFPN-UHFFFAOYSA-N,WUOACPNHFRMFPN,WUOACPNHFRMFPN-UHFFFAOYSA-N,unknown,false,815,304,94,675,10989
connectivity,ZSIAUFGUXNUGDI,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,ZSIAUFGUXNUGDI,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,unknown,false,175,111,56,115,2216
connectivity,YVBAUDVGOFCUSG,YVBAUDVGOFCUSG-UHFFFAOYSA-N,YVBAUDVGOFCUSG,YVBAUDVGOFCUSG-UHFFFAOYSA-N,unknown,false,50,40,21,44,608
connectivity,NMRPBPVERJPACX,NMRPBPVERJPACX-UHFFFAOYSA-N,NMRPBPVERJPACX,NMRPBPVERJPACX-UHFFFAOYSA-N,unknown,false,134,66,25,85,1439
connectivity,YKFLAYDHMOASIY,YKFLAYDHMOASIY-UHFFFAOYSA-N,YKFLAYDHMOASIY,YKFLAYDHMOASIY-UHFFFAOYSA-N,unknown,false,642,227,60,578,9452
connectivity,HFPZCAJZSCWRBC,HFPZCAJZSCWRBC-UHFFFAOYSA-N,HFPZCAJZSCWRBC,HFPZCAJZSCWRBC-UHFFFAOYSA-N,unknown,false,815,279,60,713,11719
connectivity,BSKHPKMHTQYZBB,BSKHPKMHTQYZBB-UHFFFAOYSA-N,BSKHPKMHTQYZBB,BSKHPKMHTQYZBB-UHFFFAOYSA-N,unknown,false,7,5,5,5,86
connectivity,QNLZIZAQLLYXTC,QNLZIZAQLLYXTC-UHFFFAOYSA-N,QNLZIZAQLLYXTC,QNLZIZAQLLYXTC-UHFFFAOYSA-N,unknown,false,2,2,2,2,32
connectivity,NTSLROIKFLNUIJ,NTSLROIKFLNUIJ-UHFFFAOYSA-N,NTSLROIKFLNUIJ,NTSLROIKFLNUIJ-UHFFFAOYSA-N,unknown,false,4,3,3,3,44
connectivity,UFWIBTONFRDIAS,UFWIBTONFRDIAS-UHFFFAOYSA-N,UFWIBTONFRDIAS,UFWIBTONFRDIAS-UHFFFAOYSA-N,unknown,false,74,44,27,45,905
connectivity,JUJWROOIHBZHMG,JUJWROOIHBZHMG-UHFFFAOYSA-N,JUJWROOIHBZHMG,JUJWROOIHBZHMG-UHFFFAOYSA-N,unknown,false,21,17,13,15,233
connectivity,KBPLFHHGFOOTCA,KBPLFHHGFOOTCA-UHFFFAOYSA-N,KBPLFHHGFOOTCA,KBPLFHHGFOOTCA-UHFFFAOYSA-N,unknown,false,124,82,40,100,1452
connectivity,MOMFXATYAINJML,MOMFXATYAINJML-UHFFFAOYSA-N,MOMFXATYAINJML,MOMFXATYAINJML-UHFFFAOYSA-N,unknown,false,1,1,1,1,16
connectivity,YXFVVABEGXRONW,YXFVVABEGXRONW-UHFFFAOYSA-N,YXFVVABEGXRONW,YXFVVABEGXRONW-UHFFFAOYSA-N,unknown,false,36,34,24,33,448
connectivity,XMGQYMWWDOXHJM,,XMGQYMWWDOXHJM,XMGQYMWWDOXHJM-UHFFFAOYSA-N;XMGQYMWWDOXHJM-JTQLQIEISA-N,unknown,false,1087,392,108,965,15604
connectivity,FXEIWOUGVRUQNK,FXEIWOUGVRUQNK-UHFFFAOYSA-N,FXEIWOUGVRUQNK,FXEIWOUGVRUQNK-UHFFFAOYSA-N,unknown,false,23,19,14,19,245
connectivity,XNLICIUVMPYHGG,XNLICIUVMPYHGG-UHFFFAOYSA-N,XNLICIUVMPYHGG,XNLICIUVMPYHGG-UHFFFAOYSA-N,unknown,false,19,13,13,13,178
connectivity,AMIMRNSIRUDHCM,AMIMRNSIRUDHCM-UHFFFAOYSA-N,AMIMRNSIRUDHCM,AMIMRNSIRUDHCM-UHFFFAOYSA-N,unknown,false,14,13,11,12,182
connectivity,XSIFPSYPOVKYCO,XSIFPSYPOVKYCO-UHFFFAOYSA-N,XSIFPSYPOVKYCO,XSIFPSYPOVKYCO-UHFFFAOYSA-N,unknown,false,3,3,3,4,64
connectivity,SYBYTAAJFKOIEJ,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,SYBYTAAJFKOIEJ,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,unknown,false,5,5,6,5,70
connectivity,RMZHSBMIZBMVMN,RMZHSBMIZBMVMN-UHFFFAOYSA-N,RMZHSBMIZBMVMN,RMZHSBMIZBMVMN-UHFFFAOYSA-N,unknown,false,24,20,13,21,223
connectivity,YYZUSRORWSJGET,YYZUSRORWSJGET-UHFFFAOYSA-N,YYZUSRORWSJGET,YYZUSRORWSJGET-UHFFFAOYSA-N,unknown,false,23,19,14,19,297
connectivity,JOZKFWLRHCDGJA,JOZKFWLRHCDGJA-UHFFFAOYSA-N,JOZKFWLRHCDGJA,JOZKFWLRHCDGJA-UHFFFAOYSA-N,unknown,false,75,42,22,56,920
connectivity,WFRBDWRZVBPBDO,WFRBDWRZVBPBDO-UHFFFAOYSA-N,WFRBDWRZVBPBDO,WFRBDWRZVBPBDO-UHFFFAOYSA-N,unknown,false,1,1,1,1,14
connectivity,RPRPDTXKGSIXMD,RPRPDTXKGSIXMD-UHFFFAOYSA-N,RPRPDTXKGSIXMD,RPRPDTXKGSIXMD-UHFFFAOYSA-N,unknown,false,5,5,5,5,64
connectivity,SESFRYSPDFLNCH,SESFRYSPDFLNCH-UHFFFAOYSA-N,SESFRYSPDFLNCH,SESFRYSPDFLNCH-UHFFFAOYSA-N,unknown,false,87,52,30,71,1079
connectivity,ZXEKIIBDNHEJCQ,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,ZXEKIIBDNHEJCQ,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,unknown,false,26,21,19,22,272
connectivity,SHZIWNPUGXLXDT,SHZIWNPUGXLXDT-UHFFFAOYSA-N,SHZIWNPUGXLXDT,SHZIWNPUGXLXDT-UHFFFAOYSA-N,unknown,false,30,22,16,25,348
connectivity,QUKGYYKBILRGFE,QUKGYYKBILRGFE-UHFFFAOYSA-N,QUKGYYKBILRGFE,QUKGYYKBILRGFE-UHFFFAOYSA-N,unknown,false,25,20,18,23,333
connectivity,WHBMMWSBFZVSSR,WHBMMWSBFZVSSR-UHFFFAOYSA-N,WHBMMWSBFZVSSR,WHBMMWSBFZVSSR-UHFFFAOYSA-N,unknown,false,17,16,18,20,202
connectivity,OSWPMRLSEDHDFF,OSWPMRLSEDHDFF-UHFFFAOYSA-N,OSWPMRLSEDHDFF,OSWPMRLSEDHDFF-UHFFFAOYSA-N,unknown,false,84,62,35,72,1140
connectivity,HPMGFDVTYHWBAG,HPMGFDVTYHWBAG-UHFFFAOYSA-N,HPMGFDVTYHWBAG,HPMGFDVTYHWBAG-UHFFFAOYSA-N,unknown,false,3,3,3,3,35
connectivity,XAPCMTMQBXLDBB,XAPCMTMQBXLDBB-UHFFFAOYSA-N,XAPCMTMQBXLDBB,XAPCMTMQBXLDBB-UHFFFAOYSA-N,unknown,false,27,16,14,19,266
connectivity,VONGZNXBKCOUHB,VONGZNXBKCOUHB-UHFFFAOYSA-N,VONGZNXBKCOUHB,VONGZNXBKCOUHB-UHFFFAOYSA-N,unknown,false,4,3,3,4,56
connectivity,HLZKNKRTKFSKGZ,HLZKNKRTKFSKGZ-UHFFFAOYSA-N,HLZKNKRTKFSKGZ,HLZKNKRTKFSKGZ-UHFFFAOYSA-N,unknown,false,29,23,16,23,323
connectivity,FERIUCNNQQJTOY,FERIUCNNQQJTOY-UHFFFAOYSA-N,FERIUCNNQQJTOY,FERIUCNNQQJTOY-UHFFFAOYSA-N,unknown,false,56,44,33,43,617
connectivity,BXOURKNXQXLKRK,BXOURKNXQXLKRK-UHFFFAOYSA-N,BXOURKNXQXLKRK,BXOURKNXQXLKRK-UHFFFAOYSA-N,unknown,false,22,17,13,18,216
connectivity,QPJVMBTYPHYUOC,QPJVMBTYPHYUOC-UHFFFAOYSA-N,QPJVMBTYPHYUOC,QPJVMBTYPHYUOC-UHFFFAOYSA-N,unknown,false,46,34,28,42,589
connectivity,LFQSCWFLJHTTHZ,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,LFQSCWFLJHTTHZ,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,unknown,false,86,53,35,57,878
connectivity,NCDCLPBOMHPFCV,NCDCLPBOMHPFCV-UHFFFAOYSA-N,NCDCLPBOMHPFCV,NCDCLPBOMHPFCV-UHFFFAOYSA-N,unknown,false,18,14,12,15,167
connectivity,NVEQFIOZRFFVFW,NVEQFIOZRFFVFW-RGCMKSIDSA-N,NVEQFIOZRFFVFW,NVEQFIOZRFFVFW-RGCMKSIDSA-N,unknown,false,648,272,60,498,7860
connectivity,CDOSHBSSFJOMGT,,CDOSHBSSFJOMGT,CDOSHBSSFJOMGT-UHFFFAOYSA-N;CDOSHBSSFJOMGT-JTQLQIEISA-N,unknown,false,839,328,106,769,12069
connectivity,HIGQPQRQIQDZMP,,HIGQPQRQIQDZMP,HIGQPQRQIQDZMP-DHZHZOJOSA-N;HIGQPQRQIQDZMP-FLIBITNWSA-N,unknown,false,218,105,33,195,3698
connectivity,ZYEMGPIYFIJGTP,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,ZYEMGPIYFIJGTP,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,unknown,false,205,98,40,184,2954
connectivity,VLXDPFLIRFYIME,,VLXDPFLIRFYIME,VLXDPFLIRFYIME-LUGNKYPNSA-N;VLXDPFLIRFYIME-UHFFFAOYSA-N,unknown,false,527,221,69,382,5672
connectivity,HGBOYTHUEUWSSQ,HGBOYTHUEUWSSQ-UHFFFAOYSA-N,HGBOYTHUEUWSSQ,HGBOYTHUEUWSSQ-UHFFFAOYSA-N,unknown,false,34,27,20,26,361
connectivity,OBNCKNCVKJNDBV,OBNCKNCVKJNDBV-UHFFFAOYSA-N,OBNCKNCVKJNDBV,OBNCKNCVKJNDBV-UHFFFAOYSA-N,unknown,false,36,27,18,31,418
connectivity,YOVSPTNQHMDJAG,YOVSPTNQHMDJAG-QLFBSQMISA-N,YOVSPTNQHMDJAG,YOVSPTNQHMDJAG-QLFBSQMISA-N,unknown,false,257,140,44,201,2940
connectivity,ZTQSAGDEMFDKMZ,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,ZTQSAGDEMFDKMZ,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,unknown,false,15,14,11,11,127
connectivity,MBNGWHIJMBWFHU,MBNGWHIJMBWFHU-UHFFFAOYSA-N,MBNGWHIJMBWFHU,MBNGWHIJMBWFHU-UHFFFAOYSA-N,unknown,false,122,60,23,78,1650
connectivity,KZMACGJDUUWFCH,,KZMACGJDUUWFCH,KZMACGJDUUWFCH-UHFFFAOYSA-O;KZMACGJDUUWFCH-UHFFFAOYSA-N,unknown,false,24,9,7,10,502
connectivity,JKHRCGUTYDNCLE,,JKHRCGUTYDNCLE,JKHRCGUTYDNCLE-UHFFFAOYSA-N;JKHRCGUTYDNCLE-UHFFFAOYSA-O,unknown,false,92,36,23,32,1886
connectivity,AFOLOMGWVXKIQL,,AFOLOMGWVXKIQL,AFOLOMGWVXKIQL-UHFFFAOYSA-O;AFOLOMGWVXKIQL-UHFFFAOYSA-N,unknown,false,8,6,6,9,146
connectivity,VEVZSMAEJFVWIL,VEVZSMAEJFVWIL-UHFFFAOYSA-O,VEVZSMAEJFVWIL,VEVZSMAEJFVWIL-UHFFFAOYSA-O,unknown,false,191,65,29,40,2230
connectivity,OTUCXMIQUNROBJ,,OTUCXMIQUNROBJ,OTUCXMIQUNROBJ-KFGMVVDJSA-N;OTUCXMIQUNROBJ-JFNZIVIESA-N;OTUCXMIQUNROBJ-NVPNHPEKSA-N,unknown,false,50,34,20,37,474
connectivity,LCAWNFIFMLXZPQ,LCAWNFIFMLXZPQ-UHFFFAOYSA-N,LCAWNFIFMLXZPQ,LCAWNFIFMLXZPQ-UHFFFAOYSA-N,unknown,false,60,17,6,25,1206
connectivity,GMYLPJSOUAYAGD,,GMYLPJSOUAYAGD,GMYLPJSOUAYAGD-UGFNMZIJSA-N;GMYLPJSOUAYAGD-HNBDPNOXSA-N,unknown,false,3,3,3,4,49
connectivity,AYMYWHCQALZEGT,AYMYWHCQALZEGT-ORCRQEGFSA-N,AYMYWHCQALZEGT,AYMYWHCQALZEGT-ORCRQEGFSA-N,unknown,false,102,32,6,36,1300
connectivity,DDELFAUOHDSZJL,,DDELFAUOHDSZJL,DDELFAUOHDSZJL-KINVIYQBSA-N;DDELFAUOHDSZJL-CPGGTDLHSA-N;DDELFAUOHDSZJL-CDYXAEBYSA-N,unknown,false,7,6,4,8,146
connectivity,JYXSWDCPHRTYGU,,JYXSWDCPHRTYGU,JYXSWDCPHRTYGU-UHFFFAOYSA-N;JYXSWDCPHRTYGU-RVCYDTIBSA-N;JYXSWDCPHRTYGU-VYARGGPUSA-N;JYXSWDCPHRTYGU-HMZYCSBUSA-N;JYXSWDCPHRTYGU-QHWHWDPRSA-N,unknown,false,62,46,26,53,675
connectivity,OUMMPAFEQHTYIZ,OUMMPAFEQHTYIZ-UHFFFAOYSA-N,OUMMPAFEQHTYIZ,OUMMPAFEQHTYIZ-UHFFFAOYSA-N,unknown,false,7,6,3,6,82
connectivity,UNWFAGYVJIJZNQ,UNWFAGYVJIJZNQ-KINVIYQBSA-N,UNWFAGYVJIJZNQ,UNWFAGYVJIJZNQ-KINVIYQBSA-N,unknown,false,1,1,1,1,14
connectivity,PVFGJHYLIHMCQD,PVFGJHYLIHMCQD-UHFFFAOYSA-N,PVFGJHYLIHMCQD,PVFGJHYLIHMCQD-UHFFFAOYSA-N,unknown,false,51,17,4,18,784
connectivity,QBFLREGYLMFMCL,,QBFLREGYLMFMCL,QBFLREGYLMFMCL-UHFFFAOYSA-N;QBFLREGYLMFMCL-JRENHNFXSA-N;QBFLREGYLMFMCL-DAYMEKKUSA-N,unknown,false,1,1,1,2,28
connectivity,YPWHZCPMOQGCDQ,YPWHZCPMOQGCDQ-CXWQUDHASA-N,YPWHZCPMOQGCDQ,YPWHZCPMOQGCDQ-CXWQUDHASA-N,unknown,false,132,86,41,98,1300
connectivity,VRYSUGWFYFXWLB,VRYSUGWFYFXWLB-UHFFFAOYSA-N,VRYSUGWFYFXWLB,VRYSUGWFYFXWLB-UHFFFAOYSA-N,unknown,false,1,1,1,3,48
connectivity,WSHSQJSPOLYHLM,WSHSQJSPOLYHLM-YMILTQATSA-N,WSHSQJSPOLYHLM,WSHSQJSPOLYHLM-YMILTQATSA-N,unknown,false,67,45,22,51,419
connectivity,DNDNWOWHUWNBCK,,DNDNWOWHUWNBCK,DNDNWOWHUWNBCK-UHFFFAOYSA-N;DNDNWOWHUWNBCK-NMIPTCLMSA-N;DNDNWOWHUWNBCK-JZYAIQKZSA-N;DNDNWOWHUWNBCK-PIAXYHQTSA-N,unknown,false,45,14,5,41,1779
connectivity,GMMLNKINDDUDCF,,GMMLNKINDDUDCF,GMMLNKINDDUDCF-UHFFFAOYSA-N;GMMLNKINDDUDCF-BYNGITTOSA-N,unknown,false,33,12,1,18,491
connectivity,SUHOQUVVVLNYQR,,SUHOQUVVVLNYQR,SUHOQUVVVLNYQR-MRVPVSSYSA-N;SUHOQUVVVLNYQR-MRVPVSSYSA-O,unknown,false,9,9,9,10,113
